participant_id,session_id,wave,start_time,ra_id,ic,no_1,no_2,no_3,no_4,mi_1,mi_2,mi_3,mi_4,esoc_1,esoc_2,esoc_3,esoc_4,esoc_5,esoc_6,esoc_7,esoc_8,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,iclo_1,iclo_2,iclo_3,iclo_4,iclo_5,iclo_6,istate_1,istate_2,istate_3,istate_4,istate_5,istate_6,rwa_1,rwa_2,rwa_3,rwa_4,rwa_5,rwa_6,rwa_7,rwa_8,rwa_9,rwa_10,rwa_11,rwa_12,rwa_13,rwa_14,rwa_15,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,sdo_9,sdo_10,sdo_11,sdo_12,sdo_13,sdo_14,sdo_15,sdo_16,rz_1,rz_2,rz_3,rz_4,rz_5,rz_6,rz_7,rz_8,rz_9,rz_10,rz_11,rz_12,rz_13,rz_14,rz_15,rz_16,self_health,relative_health,self_rated_health,hp_1,hp_2,hp_3,bpjs_mandatory,bpjs_membership,bjps_service_class,bpjs_utility,healthcare_satisfaction,bpjs_deficit,bpjs_raise,hcw,hcw_healthcare_quality,future_use_bpjs,bpjs_benefits_1,bpjs_benefits_2,bpjs_benefits_3,bpjs_benefits_4,bpjs_benefits_5,at_jokowi,at_prabowo,hot_means,cold_means,which_candidates_intention,pol_behaviour,pol_interest,pol_info_1,pol_info_2,pol_info_3,pol_info_4,pol_info_5,pol_info_6,pol_info_7,attitude_2_politics,attitude_2_politicians,gender,age,household_income,edlevel,group_status,religion,occupation,ethnic_groups,city,dt_1,dt_2,dt_3,dt_4,dt_5,dt_6,dt_7,dt_8,dt_9,dt_10,dt_11,dt_12,dt_13,dt_14,dt_15,dt_16,dt_17,dt_18,dt_19,dt_20,dt_21,dt_22,dt_23,dt_24,dt_25,dt_26,dt_27,lt_1,lt_2,lt_3,lt_4,lt_5,lt_6,lt_7,lt_8,lt_9,lt_10,lt_11,lt_12,end_time,finished,q_viewer,lastpage,maxpage,missing,missrel,time_rsi,deg_time,wave_2_participation,,,,,,,,,,,,,,,,
405,221,1,11/1/2018 12:11,Gita,TRUE,4,4,4,3,3,6,5,3,7,7,4,7,7,6,3,3,5,6,6,3,7,3,1,5,5,6,2,6,7,2,4,1,4,3,9,2,7,1,8,4,9,2,8,5,8,6,6,4,9,4,2,2,2,1,1,2,4,7,7,2,4,2,3,2,2,5,4,4,4,4,2,3,3,4,2,4,2,4,5,3,3,Tidak,Tidak,82,4,3,4,71,Tidak,NA,Tidak pernah,NA,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,41,82,72,81,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,82,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,4,4,2,19,2,2,54,1,6,Jawa,Gresik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/1/2018 12:35,TRUE,FALSE,19,19,0,0,1.02,6,FALSE,,,,,,,,,,,,,,,,
585,321,1,11/23/2018 4:10,Retno,TRUE,2,1,5,5,2,2,4,5,3,3,3,2,4,3,3,4,1,1,3,7,5,6,1,1,1,6,4,7,6,1,1,2,4,4,9,3,9,1,7,1,9,2,9,1,7,4,7,2,8,7,1,1,2,7,1,1,1,2,4,2,7,2,2,1,1,5,5,4,3,3,1,3,3,3,1,2,2,4,3,4,3,Tidak,Tidak,86,3,3,3,49,Ya,Kelas 3,Pernah,77,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,84,25,34,83,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,58,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,3,2,1,20,2,2,34,2,6,Jawa,Yogyakarta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/23/2018 4:44,TRUE,FALSE,19,19,0,0,0.79,2,TRUE,,,,,,,,,,,,,,,,
585,322,2,3/22/2019 12:27,ochy,TRUE,2,2,5,4,2,3,5,5,4,4,4,2,5,5,5,5,2,2,2,5,5,6,1,1,2,5,7,7,7,1,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 3,Pernah,NA,NA,NA,NA,NA,4,3,3,3,3,3,NA,NA,NA,NA,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,2,2,34,2,6,Jawa,Yogyakarta,5,5,2,5,5,5,3,1,2,2,2,1,1,3,3,2,5,1,1,1,1,3,1,1,3,1,1,4,3,4,2,4,4,5,5,5,5,5,4,3/22/2019 12:38,TRUE,FALSE,12,12,0,0,1.26,17,TRUE,,,,,,,,,,,,,,,,
856,460,1,11/28/2018 11:23,Dyah,TRUE,6,4,3,1,2,5,6,5,7,7,4,7,4,4,3,2,2,3,4,7,5,3,2,3,4,6,1,1,7,1,7,1,2,1,9,5,9,1,9,3,9,2,6,6,2,5,9,5,9,6,3,2,2,4,2,4,4,1,6,2,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,Tidak,Tidak,91,5,4,3,12,Ya,Kelas 3,Pernah,65,"Tidak, tidak pernah mendengar sama sekali",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,39,26,86,92,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,101,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,4,4,2,20,2,2,81,1,6,Bugis,Tomohon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/28/2018 11:45,TRUE,FALSE,19,19,0,0,1.07,8,TRUE,,,,,,,,,,,,,,,,
856,461,2,3/26/2019 15:21,Dyah,TRUE,7,4,3,2,3,7,3,3,7,7,5,6,2,2,4,3,4,3,3,5,3,5,3,5,6,4,3,4,7,4,7,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tidak,NA,Pernah,NA,NA,NA,NA,NA,8,3,3,3,3,3,NA,NA,NA,NA,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,2,2,81,1,6,Bugis,Tomohon,1,4,4,5,4,4,4,2,2,4,3,3,4,4,3,4,5,4,2,5,1,4,2,3,1,3,1,3,3,4,3,4,4,5,5,5,5,5,4,3/26/2019 15:31,TRUE,FALSE,12,12,0,0,1.35,27,TRUE,,,,,,,,,,,,,,,,
1193,632,1,12/20/2018 8:37,ochy,TRUE,7,3,4,1,4,4,1,4,7,7,1,1,1,6,7,7,7,4,7,1,1,1,1,7,4,1,1,7,7,1,7,7,1,1,9,1,9,1,9,4,9,1,4,9,9,9,9,1,9,7,1,1,5,2,2,2,2,3,6,2,6,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ya,Ya,69,4,2,2,88,Ya,Tidak tahu,Pernah,1,"Ya, pernah mendengar","Tidak, saya tidak mau menjadi peserta BPJS Kesehatan","Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,50,101,21,101,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,3,3,1,20,2,2,101,1,2,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/20/2018 9:15,TRUE,FALSE,19,19,0,0,0.9,7,TRUE,,,,,,,,,,,,,,,,
1193,633,2,3/20/2019 3:20,Citra,TRUE,4,1,7,1,6,1,7,7,7,7,1,7,1,1,7,7,7,7,7,1,1,1,1,1,7,1,1,7,7,1,7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Tidak tahu,Pernah,NA,NA,NA,NA,NA,5,4,5,5,5,5,NA,NA,NA,NA,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,2,2,101,1,2,Jawa,Surabaya,5,5,1,5,1,1,1,1,1,5,5,1,3,5,5,5,1,1,1,5,1,2,1,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,3/20/2019 3:47,TRUE,FALSE,12,12,0,0,0.77,2,TRUE,,,,,,,,,,,,,,,,
1203,637,1,12/20/2018 12:35,Gita,TRUE,4,2,4,4,2,2,5,7,5,5,2,1,2,5,6,6,2,2,5,5,5,3,1,3,1,6,7,5,5,1,3,2,3,5,8,3,6,1,4,7,7,2,6,6,9,3,8,3,6,5,1,1,2,3,3,1,2,2,6,6,2,1,3,1,3,4,3,5,4,2,1,3,2,3,2,1,3,4,5,4,4,Tidak,Ya,49,5,5,5,95,Ya,Kelas 1,Pernah,69,"Ya, pernah mendengar","Saya tetap akan menjadi peserta, namun kedepannya, saya ragu dapat membayar iuran secara rutin","Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,4,75,31,96,2,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,92,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Portal berita online,4,3,1,20,2,2,79,1,6,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/20/2018 12:59,TRUE,FALSE,19,19,0,0,1.13,12,TRUE,,,,,,,,,,,,,,,,
1203,638,2,3/25/2019 2:42,Citra,TRUE,3,3,3,3,3,3,5,6,4,6,3,3,4,2,6,5,5,3,5,3,3,3,1,2,1,6,7,5,4,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 1,Pernah,NA,NA,NA,NA,NA,8,4,4,3,4,4,NA,NA,NA,NA,2,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,2,2,79,1,6,Jawa,Surabaya,4,3,4,5,4,2,4,2,2,3,3,4,4,4,3,2,4,4,2,4,2,2,2,3,5,2,2,5,2,4,4,4,2,4,5,4,4,2,2,3/25/2019 2:51,TRUE,FALSE,12,12,0,0,1.53,42,TRUE,,,,,,,,,,,,,,,,
910,491,1,11/29/2018 20:01,Galuh,TRUE,2,2,5,5,1,3,6,5,4,3,1,1,5,2,6,7,5,1,2,3,6,6,1,1,2,5,2,5,1,1,4,6,4,5,8,2,6,2,5,4,3,3,7,3,8,2,7,3,8,6,4,3,5,2,1,2,1,5,6,5,3,2,2,1,2,3,4,4,4,5,4,4,5,3,5,5,2,5,5,5,4,Tidak,Tidak,29,5,4,5,101,Tidak,NA,Tidak pernah,NA,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,1,21,26,76,5,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Berita online,2,2,2,21,2,2,26,2,6,Tionghoa (Cina Indonesia),Tangerang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/29/2018 20:36,TRUE,FALSE,19,19,0,0,0.87,5,TRUE,,,,,,,,,,,,,,,,
910,492,2,3/22/2019 9:37,Dyah,TRUE,4,5,5,5,2,4,7,4,5,4,2,3,5,1,6,6,5,2,2,2,6,7,1,1,1,4,4,7,5,1,3,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tidak,NA,Tidak pernah,NA,NA,NA,NA,NA,8,4,3,5,3,3,NA,NA,NA,NA,4,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,2,2,26,2,6,Tionghoa (Cina Indonesia),Tangerang,4,2,1,3,4,4,4,3,5,3,5,1,1,3,4,1,5,1,4,3,4,3,5,5,4,1,4,4,4,5,2,2,3,3,4,5,5,5,4,3/22/2019 10:07,TRUE,FALSE,12,12,0,0,0.96,9,TRUE,,,,,,,,,,,,,,,,
982,522,1,12/3/2018 5:23,Nina,TRUE,3,3,5,4,3,3,3,3,4,4,4,4,4,4,3,4,3,1,1,4,3,4,1,1,4,3,1,4,4,1,6,4,3,1,9,1,6,1,5,5,8,1,9,3,9,5,9,5,9,7,3,4,3,4,4,4,1,4,5,3,4,1,2,1,1,5,5,5,5,2,1,3,5,1,1,3,5,5,5,5,5,Tidak,Tidak,51,3,2,2,NA,Ya,Kelas 2,Pernah,NA,"Tidak, tidak pernah mendengar sama sekali",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,1,1,17,91,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,61,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,4,4,1,21,2,2,76,2,6,Saya bagian dari 2 atau lebih kelompok etnis yang berbeda,Manado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/3/2018 5:46,TRUE,FALSE,19,19,2,2,1.37,43,TRUE,,,,,,,,,,,,,,,,
982,523,2,3/23/2019 4:40,Dyah,TRUE,1,1,6,4,2,2,3,4,4,3,2,2,4,4,4,4,4,1,1,4,4,4,1,1,2,4,6,4,1,1,4,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 2,Pernah,NA,NA,NA,NA,NA,8,3,3,3,3,3,NA,NA,NA,NA,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,2,2,76,2,6,Saya bagian dari 2 atau lebih kelompok etnis yang berbeda,Manado,4,3,3,5,3,3,4,2,2,4,5,1,1,2,5,1,3,2,1,5,1,4,3,2,5,1,1,3,3,5,5,4,4,5,5,5,5,4,5,3/23/2019 4:59,TRUE,FALSE,12,12,0,0,0.81,6,TRUE,,,,,,,,,,,,,,,,
1286,691,1,12/22/2018 16:56,Retno,TRUE,5,2,4,2,1,1,1,3,5,6,6,5,3,4,4,1,5,1,4,2,4,2,1,1,3,2,2,6,5,2,3,4,4,3,7,4,9,1,7,3,7,3,7,9,7,7,8,3,9,7,4,2,2,4,4,4,4,4,5,2,5,4,4,4,4,5,5,5,4,5,1,5,5,5,2,3,5,1,5,5,4,Tidak,Tidak,89,3,3,3,101,Tidak,NA,Tidak pernah,NA,"Tidak, tidak pernah mendengar sama sekali",Saya akan tetap menjadi peserta dan tetap rutin membayar iuran,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,49,101,43,91,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,70,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,3,3,1,21,2,2,52,1,6,Jawa,Yogyakarta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/22/2018 22:26,TRUE,FALSE,19,19,0,0,0.76,4,TRUE,,,,,,,,,,,,,,,,
1286,692,2,3/22/2019 1:22,CITRA,TRUE,2,2,5,2,2,2,6,6,3,5,2,4,3,3,5,5,2,2,4,2,3,5,2,3,4,4,4,4,4,2,4,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tidak,NA,Tidak pernah,NA,NA,NA,NA,NA,5,3,3,3,1,4,NA,NA,NA,NA,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,2,2,52,1,6,Jawa,Yogyakarta,2,4,3,5,5,1,3,2,3,4,3,4,3,3,3,2,4,3,1,4,1,2,1,1,5,1,1,4,3,5,4,4,4,4,4,4,3,4,5,3/24/2019 11:38,TRUE,FALSE,12,12,0,0,0.55,0,TRUE,,,,,,,,,,,,,,,,
578,315,1,11/22/2018 15:41,Dyah,TRUE,6,6,5,2,2,6,6,4,7,7,7,7,5,5,4,1,7,2,7,1,1,1,5,7,6,2,3,1,7,3,7,1,1,1,9,1,9,1,9,9,8,1,1,8,9,3,9,3,8,7,1,1,1,4,6,7,2,1,1,7,3,1,1,1,1,5,5,5,5,5,1,5,5,3,4,2,2,4,5,5,4,Tidak,Tidak,96,5,5,3,101,Ya,Kelas 3,Pernah,76,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,89,16,21,92,10,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,91,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,4,4,2,22,2,2,81,1,3,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/22/2018 16:19,TRUE,FALSE,19,19,0,0,0.74,0,TRUE,,,,,,,,,,,,,,,,
578,316,2,3/21/2019 14:40,Ochy,TRUE,6,3,6,3,2,5,6,6,6,6,6,7,3,2,2,2,4,5,6,2,6,2,2,6,6,3,5,2,6,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tidak,NA,Tidak pernah,NA,NA,NA,NA,NA,9,5,5,5,4,5,NA,NA,NA,NA,9,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,22,2,2,81,1,3,Jawa,Surabaya,4,4,2,4,2,2,2,1,4,4,2,4,2,4,2,2,3,2,4,2,1,3,1,4,5,4,1,4,2,5,5,5,4,5,5,5,5,5,5,3/21/2019 14:57,TRUE,FALSE,12,12,0,0,0.8,1,TRUE,,,,,,,,,,,,,,,,
1254,675,1,12/21/2018 16:25,Wiwid,TRUE,4,4,4,1,1,4,6,4,4,5,3,7,6,2,2,1,6,7,7,1,2,1,4,7,6,2,2,1,7,6,6,1,2,1,8,8,9,2,9,5,9,3,5,9,9,9,8,9,8,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,Tidak,Tidak,99,5,5,3,94,Ya,Kelas 3,Tidak pernah,NA,"Ya, pernah mendengar",Saya akan tetap menjadi peserta dan tetap rutin membayar iuran,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,101,27,51,53,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,98,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,4,4,2,24,2,2,101,1,3,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/21/2018 16:53,TRUE,FALSE,19,19,0,0,1.18,38,TRUE,,,,,,,,,,,,,,,,
1254,676,2,3/21/2019 9:57,Citra,TRUE,4,4,4,4,1,2,4,5,4,7,4,6,3,1,4,4,7,4,7,1,1,1,3,7,6,4,1,1,7,4,7,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya,Kelas 3,Tidak pernah,NA,NA,NA,NA,NA,5,5,5,4,3,4,NA,NA,NA,NA,11,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24,2,2,101,1,3,Jawa,Surabaya,5,4,3,5,3,3,5,1,2,5,2,4,4,4,2,1,3,3,2,5,1,3,1,3,5,1,1,4,3,5,3,4,4,4,3,4,5,3,5,3/21/2019 11:04,TRUE,FALSE,12,12,0,0,0.7,2,TRUE,,,,,,,,,,,,,,,,
931,499,1,11/30/2018 5:27,Alifatul Qolbi Mu'arrof,TRUE,2,2,4,3,4,3,4,4,4,6,4,1,4,4,4,5,2,4,4,5,4,4,3,5,4,5,4,5,6,4,3,4,5,4,8,1,9,3,8,3,8,3,7,2,8,3,9,7,8,6,3,5,4,2,2,2,2,4,4,3,5,2,2,2,2,5,5,5,5,4,1,5,5,5,1,5,5,5,5,5,5,Tidak,Ya,67,3,3,4,96,Ya,Tidak tahu,Pernah,87,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,55,91,23,98,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,1,1,1,25,2,4,79,1,2,Jawa,Surabaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/30/2018 5:49,TRUE,FALSE,19,19,0,0,1.72,42,FALSE,,,,,,,,,,,,,,,,
1140,593,1,12/19/2018 5:40,Dyah,TRUE,5,5,5,5,4,5,6,5,6,7,5,5,5,5,5,6,4,5,7,6,3,2,5,6,7,5,4,6,3,2,6,7,2,2,5,7,8,3,7,3,8,2,7,9,7,4,9,3,8,3,2,1,2,3,2,3,2,1,5,6,6,1,3,1,2,5,4,4,5,4,3,3,3,2,1,2,2,5,4,4,4,Tidak,Tidak,67,4,3,3,86,Ya,Kelas 2,Tidak pernah,NA,"Ya, pernah mendengar","Saya tetap akan menjadi peserta, namun kedepannya, saya ragu dapat membayar iuran secara rutin","Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,30,49,41,71,5,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,39,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,3,1,28,2,2,72,1,2,Jawa,Yogyakarta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/19/2018 6:25,TRUE,FALSE,19,19,0,0,0.76,7,FALSE,,,,,,,,,,,,,,,,
252,90,1,10/29/2018 6:10,Gita,TRUE,7,3,7,6,2,1,7,7,4,7,1,7,7,7,7,5,4,4,5,1,7,6,1,7,7,3,5,7,1,1,7,7,4,1,9,3,9,1,9,3,9,3,8,9,9,1,9,3,9,7,4,5,6,1,7,1,1,1,1,6,5,1,1,1,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,Tidak,Tidak,91,1,1,1,1,Tidak,NA,Pernah,1,"Ya, pernah mendengar",NA,"Tidak, saya bukan seorang tenaga kesehatan",NA,NA,NA,NA,NA,NA,NA,1,101,47,65,1,Menggunakan hak pilih saya untuk memilih salah satu pasangan calon,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3,1,2,29,2,5,60,1,6,Arab,Pasuruan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/29/2018 6:58,TRUE,FALSE,19,19,0,0,1.39,25,TRUE,,,,,,,,,,,,,,,,
